t,i,x,y,r,theta,xK,tc,therm,dc,trueGateDC,trueGateI,x2,y2,r2,theta2
1681187561.7961464, 0, 0.007459556, -0.0008093381, 0.00745997, 359.4252, 0, 0, 0, 21.0, +2.100068E+01, +5.085850E-08, 0.007825135, -0.0008093381, 0.007472754, 356.7531
1681187568.5082345, 0, 0.007459556, -7.850687e-05, 0.007472754, 354.095, 0, 0, 0, 20.5, +2.050038E+01, +4.854730E-08, 0.007459556, -0.0008093381, 0.007866878, 356.5943
1681187575.2503135, 0, 0.007825135, -0.0004439224, 0.007837717, 354.095, 0, 0, 0, 20.0, +1.999988E+01, +4.638709E-08, 0.007825135, -0.0004439224, 0.007866878, 353.8078
1681187581.9498234, 0, 0.007459556, -0.0008093381, 0.00745997, 353.8078, 0, 0, 0, 19.5, +1.950020E+01, +4.447671E-08, 0.007459556, -0.0004439224, 0.007866878, 353.8078
1681187588.684549, 0, 0.007093977, -0.0004439224, 0.007472754, 356.5943, 0, 0, 0, 19.0, +1.900069E+01, +4.225699E-08, 0.007459556, -0.0004439224, 0.007503333, 356.5943
1681187595.406349, 0, 0.007459556, -7.850687e-05, 0.007472754, 356.5943, 0, 0, 0, 18.5, +1.850054E+01, +4.092354E-08, 0.007459556, -0.0004439224, 0.007107853, 353.4914
1681187602.110931, 0, 0.007093977, -0.0004439224, 0.007139996, 356.5943, 0, 0, 0, 18.0, +1.800031E+01, +3.864879E-08, 0.007459556, -0.0008093381, 0.007107853, 356.4193
1681187608.8303766, 0, 0.006728398, -0.0008093381, 0.007472754, 353.8078, 0, 0, 0, 17.5, +1.749961E+01, +3.676862E-08, 0.007459556, -0.0008093381, 0.007472754, 353.8078
1681187615.5578356, 0, 0.007093977, -0.0004439224, 0.007472754, 353.8078, 0, 0, 0, 17.0, +1.699997E+01, +3.544499E-08, 0.007459556, -0.0004439224, 0.007094412, 356.5943
1681187622.2774007, 0, 0.007459556, -7.850687e-05, 0.007503333, 353.8078, 0, 0, 0, 16.5, +1.650057E+01, +3.345500E-08, 0.007459556, -0.0004439224, 0.007107853, 359.3659
1681187628.9998696, 0, 0.007093977, -7.850687e-05, 0.007472754, 356.2253, 0, 0, 0, 16.0, +1.600085E+01, +3.168878E-08, 0.007093977, -0.0004439224, 0.007107853, 356.5943
1681187635.7087915, 0, 0.007459556, -0.0004439224, 0.007094412, 356.4193, 0, 0, 0, 15.5, +1.550052E+01, +3.049437E-08, 0.007093977, -0.0004439224, 0.007472754, 356.4193
1681187642.430545, 0, 0.007093977, -0.0004439224, 0.007107853, 356.2253, 0, 0, 0, 15.0, +1.499995E+01, +2.899005E-08, 0.007093977, -0.0004439224, 0.007107853, 356.4193
1681187649.1637452, 0, 0.006728398, -7.850687e-05, 0.006743026, 356.5943, 0, 0, 0, 14.5, +1.450011E+01, +2.712193E-08, 0.007093977, -0.0004439224, 0.007107853, 356.4193
1681187655.8979607, 0, 0.007093977, -0.0008093381, 0.007107853, 356.4193, 0, 0, 0, 14.0, +1.400059E+01, +2.585653E-08, 0.007093977, -0.0004439224, 0.007107853, 353.4914
1681187662.633018, 0, 0.007093977, -0.0004439224, 0.007107853, 356.4193, 0, 0, 0, 13.5, +1.350105E+01, +2.464234E-08, 0.006728398, -7.850687e-05, 0.007139996, 356.4193
1681187669.3649192, 0, 0.007093977, -0.0004439224, 0.007139996, 353.4914, 0, 0, 0, 13.0, +1.300088E+01, +2.285620E-08, 0.006728398, -0.0004439224, 0.007139996, 359.3315
1681187676.0674703, 0, 0.007093977, -0.0004439224, 0.007139996, 356.5943, 0, 0, 0, 12.5, +1.250031E+01, +2.150396E-08, 0.006728398, -0.0008093381, 0.007107853, 359.3659
1681187682.8313608, 0, 0.007093977, -0.0004439224, 0.006776899, 359.3315, 0, 0, 0, 12.0, +1.200004E+01, +2.017257E-08, 0.006728398, -0.0008093381, 0.007139996, 359.3315
1681187689.5213695, 0, 0.007093977, -0.0008093381, 0.007107853, 359.3315, 0, 0, 0, 11.5, +1.150040E+01, +1.937205E-08, 0.006728398, -7.850687e-05, 0.006776899, 353.4914
1681187696.2237465, 0, 0.007093977, -0.0004439224, 0.006776899, 353.4914, 0, 0, 0, 11.0, +1.100088E+01, +1.817702E-08, 0.006728398, -0.0008093381, 0.006743026, 353.141
1681187702.9412217, 0, 0.007093977, -0.0004439224, 0.006728856, 353.141, 0, 0, 0, 10.5, +1.050098E+01, +1.652806E-08, 0.006728398, -0.0004439224, 0.007094412, 359.2931
1681187709.6644776, 0, 0.006728398, -7.850687e-05, 0.006743026, 356.4193, 0, 0, 0, 10.0, +1.000064E+01, +1.570060E-08, 0.006728398, -0.0008093381, 0.006776899, 356.2253
1681187716.377082, 0, 0.006728398, -7.850687e-05, 0.006378286, 359.3315, 0, 0, 0, 9.5, +9.499914E+00, +1.461811E-08, 0.007093977, -7.850687e-05, 0.006743026, 356.4193
1681187723.1135547, 0, 0.006728398, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 9.0, +9.000092E+00, +1.342833E-08, 0.006728398, -0.0004439224, 0.006363303, 359.3315
1681187729.862232, 0, 0.006728398, -7.850687e-05, 0.006378286, 356.009, 0, 0, 0, 8.5, +8.500564E+00, +1.225583E-08, 0.006728398, -7.850687e-05, 0.006743026, 2.441696
1681187736.5856397, 0, 0.006728398, -0.0004439224, 0.006743026, 359.2931, 0, 0, 0, 8.0, +8.000889E+00, +1.114638E-08, 0.006362819, -7.850687e-05, 0.006776899, 359.3315
1681187743.3276668, 0, 0.006728398, -7.850687e-05, 0.006378286, 356.2253, 0, 0, 0, 7.5, +7.500516E+00, +1.048152E-08, 0.006362819, -7.850687e-05, 0.006363303, 359.3659
1681187750.0893214, 0, 0.006362819, -0.0008093381, 0.006776899, 356.009, 0, 0, 0, 7.0, +6.999923E+00, +9.528839E-09, 0.006728398, -0.0004439224, 0.006776899, 359.2931
1681187756.8270893, 0, 0.006362819, -0.0008093381, 0.006378286, 356.009, 0, 0, 0, 6.5, +6.499865E+00, +8.576353E-09, 0.006728398, -7.850687e-05, 0.006743026, 356.2253
1681187763.5136163, 0, 0.006362819, -0.0008093381, 0.006743026, 356.009, 0, 0, 0, 6.0, +6.000267E+00, +7.449236E-09, 0.006362819, -0.0004439224, 0.006728856, 356.009
1681187770.2322035, 0, 0.006728398, -7.850687e-05, 0.006743026, 359.2931, 0, 0, 0, 5.5, +5.500704E+00, +6.783416E-09, 0.006362819, -7.850687e-05, 0.006363303, 356.009
1681187776.9609556, 0, 0.006362819, -0.0004439224, 0.006776899, 359.3315, 0, 0, 0, 5.0, +5.000622E+00, +6.014606E-09, 0.006728398, -0.0004439224, 0.006378286, 353.141
1681187783.693268, 0, 0.006728398, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 4.5, +4.500053E+00, +5.127300E-09, 0.006728398, -7.850687e-05, 0.006776899, 356.009
1681187790.4179225, 0, 0.006362819, -0.0004439224, 0.006363303, 355.7666, 0, 0, 0, 4.0, +3.999671E+00, +4.626418E-09, 0.006362819, -0.0004439224, 0.006743026, 356.009
1681187797.1475985, 0, 0.00599724, -0.0008093381, 0.006363303, 352.751, 0, 0, 0, 3.5, +3.500002E+00, +3.911678E-09, 0.006362819, -0.0004439224, 0.006378286, 356.009
1681187803.8803058, 0, 0.006728398, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 3.0, +3.000441E+00, +3.184364E-09, 0.006728398, -0.0004439224, 0.006378286, 353.141
1681187810.6114573, 0, 0.006362819, -7.850687e-05, 0.006414086, 355.7666, 0, 0, 0, 2.5, +2.500601E+00, +2.507286E-09, 0.006362819, -0.0004439224, 0.006378286, 356.009
1681187817.3225229, 0, 0.006362819, -0.0004439224, 0.006378286, 356.009, 0, 0, 0, 2.0, +1.999993E+00, +1.746803E-09, 0.006362819, -0.0008093381, 0.006378286, 356.009
1681187824.0219548, 0, 0.006362819, -0.0008093381, 0.006051604, 355.7666, 0, 0, 0, 1.5, +1.500006E+00, +7.564549E-10, 0.00599724, -0.0004439224, 0.006013647, 355.7666
1681187830.746427, 0, 0.00599724, -0.0004439224, 0.006013647, 356.2253, 0, 0, 0, 1.0, +1.000059E+00, +2.585534E-10, 0.006362819, -0.0008093381, 0.005997753, 356.009
1681187837.472893, 0, 0.00599724, -0.0004439224, 0.006414086, 359.25, 0, 0, 0, 0.5, +5.000499E-01, -5.203227E-10, 0.00599724, -0.0008093381, 0.006414086, 359.2931
1681187844.1911016, 0, 0.006362819, -0.0008093381, 0.006013647, 359.2931, 0, 0, 0, 0.0, +4.269375E-05, -1.438659E-09, 0.006362819, -0.0004439224, 0.006013647, 355.7666
1681187850.929762, 0, 0.00599724, -7.850687e-05, 0.006378286, 356.009, 0, 0, 0, 0.0, +3.865657E-05, -1.066659E-09, 0.006362819, -7.850687e-05, 0.005997753, 352.751
1681187857.6370573, 0, 0.006362819, -0.0004439224, 0.006013647, 356.009, 0, 0, 0, -0.5, -4.999291E-01, -2.575353E-09, 0.00599724, -0.0004439224, 0.006013647, 359.2931
1681187864.3823555, 0, 0.00599724, -0.0004439224, 0.006363303, 355.7666, 0, 0, 0, -1.0, -9.999385E-01, -3.484649E-09, 0.00599724, -0.0004439224, 0.006363303, 355.7666
1681187871.1029835, 0, 0.006362819, -0.0004439224, 0.006051604, 359.2931, 0, 0, 0, -1.5, -1.499920E+00, -4.912215E-09, 0.00599724, -0.0004439224, 0.006378286, 356.009
1681187877.8262644, 0, 0.00599724, -0.0004439224, 0.006378286, 355.7666, 0, 0, 0, -2.0, -1.999868E+00, -6.702485E-09, 0.00599724, -0.0008093381, 0.006013647, 355.7666
1681187884.5401578, 0, 0.006362819, -0.0004439224, 0.006013647, 355.4929, 0, 0, 0, -2.5, -2.499364E+00, -8.136253E-09, 0.006362819, -0.0008093381, 0.006378286, 355.7666
1681187891.2790806, 0, 0.00599724, -0.0004439224, 0.006013647, 356.009, 0, 0, 0, -3.0, -2.999147E+00, -1.032847E-08, 0.00599724, -0.0004439224, 0.006051604, 352.3143
1681187898.0038276, 0, 0.00599724, -0.0008093381, 0.006378286, 359.25, 0, 0, 0, -3.5, -3.498754E+00, -1.200711E-08, 0.00599724, -0.0004439224, 0.006378286, 359.25
1681187904.7310102, 0, 0.00599724, -0.0008093381, 0.006051604, 352.3143, 0, 0, 0, -4.0, -3.998741E+00, -1.428721E-08, 0.00599724, -0.0004439224, 0.005997753, 359.25
1681187911.4243019, 0, 0.00599724, -7.850687e-05, 0.006414086, 359.25, 0, 0, 0, -4.5, -4.499078E+00, -1.644571E-08, 0.006362819, -7.850687e-05, 0.006013647, 359.2013
1681187918.167066, 0, 0.00563166, -7.850687e-05, 0.006013647, 355.7666, 0, 0, 0, -5.0, -4.999316E+00, -1.859827E-08, 0.00599724, -0.0008093381, 0.005632207, 351.8219
1681187924.9083507, 0, 0.00563166, -0.0004439224, 0.006013647, 355.4929, 0, 0, 0, -5.5, -5.499383E+00, -2.126887E-08, 0.00599724, -0.0004439224, 0.006051604, 352.3143
1681187931.6137109, 0, 0.00599724, -0.0008093381, 0.006051604, 356.009, 0, 0, 0, -6.0, -5.999299E+00, -2.346031E-08, 0.00599724, -0.0008093381, 0.00564913, 359.25
1681187938.3027105, 0, 0.00563166, -7.850687e-05, 0.005997753, 355.4929, 0, 0, 0, -6.5, -6.498890E+00, -2.605154E-08, 0.00563166, -0.0004439224, 0.00564913, 352.3143
1681187945.0475576, 0, 0.00599724, -0.0004439224, 0.006013647, 352.3143, 0, 0, 0, -7.0, -6.998969E+00, -2.867530E-08, 0.00563166, -7.850687e-05, 0.005632207, 352.751
1681187951.75048, 0, 0.00599724, -0.0004439224, 0.00564913, 355.4929, 0, 0, 0, -7.5, -7.499553E+00, -3.121135E-08, 0.00599724, -0.0008093381, 0.006051604, 351.8219
1681187958.4688175, 0, 0.00563166, -0.0008093381, 0.005638964, 351.8219, 0, 0, 0, -8.0, -7.999839E+00, -3.410526E-08, 0.00563166, -0.0004439224, 0.00564913, 359.25
1681187965.1901505, 0, 0.00599724, -0.0008093381, 0.006051604, 359.2013, 0, 0, 0, -8.5, -8.499503E+00, -3.687535E-08, 0.00599724, -0.0004439224, 0.00564913, 351.8219
1681187971.9327278, 0, 0.006362819, -0.0008093381, 0.00564913, 355.7666, 0, 0, 0, -9.0, -8.999060E+00, -3.944125E-08, 0.00599724, -0.0004439224, 0.006051604, 355.7666
1681187978.6529412, 0, 0.00563166, -0.0004439224, 0.005689519, 355.4929, 0, 0, 0, -9.5, -9.499195E+00, -4.246255E-08, 0.00599724, -0.0008093381, 0.00564913, 351.8219
1681187985.375924, 0, 0.00599724, -0.0004439224, 0.006051604, 351.8219, 0, 0, 0, -10.0, -9.999556E+00, -4.530368E-08, 0.00563166, -0.0004439224, 0.00564913, 355.4929
1681187992.096006, 0, 0.00599724, -0.0004439224, 0.005638964, 355.7666, 0, 0, 0, -10.5, -1.049984E+01, -4.822626E-08, 0.00563166, -0.0004439224, 0.005632207, 359.2013
1681187998.8446167, 0, 0.00563166, -0.0004439224, 0.006051604, 355.4929, 0, 0, 0, -11.0, -1.099980E+01, -5.086221E-08, 0.00563166, -0.0004439224, 0.005284759, 355.4929
1681188005.5777867, 0, 0.00563166, -7.850687e-05, 0.00564913, 351.8219, 0, 0, 0, -11.5, -1.149964E+01, -5.363530E-08, 0.00599724, -0.0008093381, 0.005689519, 355.7666
1681188012.271182, 0, 0.00563166, -0.0004439224, 0.00564913, 355.7666, 0, 0, 0, -12.0, -1.199917E+01, -5.694768E-08, 0.006362819, -0.0004439224, 0.00564913, 355.1815
1681188018.9842863, 0, 0.00563166, -0.0004439224, 0.00564913, 355.4929, 0, 0, 0, -12.5, -1.249943E+01, -5.956570E-08, 0.00599724, -0.0004439224, 0.005327911, 355.4929
1681188025.7089427, 0, 0.00563166, -7.850687e-05, 0.005689519, 355.4929, 0, 0, 0, -13.0, -1.299962E+01, -6.273833E-08, 0.00599724, -0.0004439224, 0.006013647, 351.8219
1681188032.4616418, 0, 0.00563166, -0.0004439224, 0.00564913, 351.2626, 0, 0, 0, -13.5, -1.350013E+01, -6.561461E-08, 0.00563166, -0.0004439224, 0.00564913, 351.8219
1681188039.1761782, 0, 0.00563166, -0.0004439224, 0.00564913, 355.4929, 0, 0, 0, -14.0, -1.399966E+01, -6.826237E-08, 0.005266081, -0.0008093381, 0.005632207, 352.3143
1681188045.8983326, 0, 0.00563166, -0.0004439224, 0.005284759, 355.4929, 0, 0, 0, -14.5, -1.449910E+01, -7.107606E-08, 0.00599724, -0.0004439224, 0.00564913, 355.4929
1681188052.5975592, 0, 0.005266081, -7.850687e-05, 0.00564913, 351.8219, 0, 0, 0, -15.0, -1.499893E+01, -7.412428E-08, 0.00563166, -0.0008093381, 0.005266666, 359.2013
1681188059.3296704, 0, 0.00563166, -0.0004439224, 0.00564913, 351.8219, 0, 0, 0, -15.5, -1.549950E+01, -7.647172E-08, 0.00563166, -0.0004439224, 0.005632207, 355.4929
1681188066.0385346, 0, 0.00563166, -0.0004439224, 0.005284759, 351.8219, 0, 0, 0, -16.0, -1.599971E+01, -7.919383E-08, 0.00563166, -7.850687e-05, 0.00564913, 355.7666
1681188072.7621078, 0, 0.00563166, -0.0004439224, 0.005632207, 359.25, 0, 0, 0, -16.5, -1.649937E+01, -8.171411E-08, 0.00563166, -0.0004439224, 0.005689519, 359.2013
1681188079.4906552, 0, 0.00563166, -0.0004439224, 0.006013647, 355.4929, 0, 0, 0, -17.0, -1.699882E+01, -8.417813E-08, 0.00563166, -7.850687e-05, 0.005632207, 359.1459
1681188086.1976008, 0, 0.00563166, -0.0008093381, 0.005689519, 359.2013, 0, 0, 0, -17.5, -1.749866E+01, -8.713675E-08, 0.005266081, -0.0004439224, 0.00564913, 355.4929
1681188092.9431202, 0, 0.00563166, -0.0004439224, 0.00564913, 359.2013, 0, 0, 0, -18.0, -1.799902E+01, -8.939190E-08, 0.00563166, -7.850687e-05, 0.00564913, 351.8219
1681188099.6418736, 0, 0.00563166, -0.0004439224, 0.00564913, 355.4929, 0, 0, 0, -18.5, -1.849927E+01, -9.177934E-08, 0.005266081, -0.0004439224, 0.005284759, 355.4929
1681188106.3505955, 0, 0.00563166, -0.0004439224, 0.005284759, 355.1815, 0, 0, 0, -19.0, -1.899928E+01, -9.426670E-08, 0.005266081, -0.0008093381, 0.005689519, 355.1815
1681188113.0948203, 0, 0.00563166, -0.0008093381, 0.005284759, 351.2626, 0, 0, 0, -19.5, -1.949913E+01, -9.644507E-08, 0.005266081, -0.0004439224, 0.005689519, 355.4929
1681188119.815681, 0, 0.005266081, -0.0008093381, 0.00564913, 351.8219, 0, 0, 0, -20.0, -1.999864E+01, -9.922341E-08, 0.005266081, -0.0004439224, 0.005284759, 351.8219
1681188126.5101717, 0, 0.00563166, -0.0008093381, 0.005689519, 355.4929, 0, 0, 0, -20.5, -2.049884E+01, -1.012901E-07, 0.005266081, -0.0008093381, 0.005284759, 359.1459
1681188133.2154322, 0, 0.00563166, -0.0004439224, 0.005327911, 355.4929, 0, 0, 0, -21.0, -2.099907E+01, -1.039383E-07, 0.00563166, -0.0008093381, 0.005632207, 355.4929
1681188139.9431753, 0, 0.00563166, -0.0004439224, 0.005632207, 351.2626, 0, 0, 0, -21.5, -2.149061E+01, -1.063025E-07, 0.00563166, -0.0004439224, 0.00564913, 351.8219
1681188146.6495748, 0, 0.00563166, -0.0008093381, 0.005266666, 355.1815, 0, 0, 0, -22.0, -2.199127E+01, -1.086769E-07, 0.00563166, 0.0002869087, 0.00564913, 351.8219
1681188153.3766794, 0, 0.005266081, -0.0004439224, 0.00564913, 355.4929, 0, 0, 0, -22.5, -2.249202E+01, -1.107136E-07, 0.005266081, -0.0004439224, 0.004920568, 351.8219
1681188160.1070652, 0, 0.005266081, -7.850687e-05, 0.005327911, 351.8219, 0, 0, 0, -23.0, -2.298933E+01, -1.132939E-07, 0.00563166, -0.0008093381, 0.005327911, 3.118527
1681188166.8254654, 0, 0.00563166, -0.0008093381, 0.005327911, 351.2626, 0, 0, 0, -23.5, -2.349023E+01, -1.154068E-07, 0.005266081, -7.850687e-05, 0.005327911, 351.8219
1681188173.5606108, 0, 0.005266081, -0.0004439224, 0.005284759, 355.1815, 0, 0, 0, -24.0, -2.399065E+01, -1.176476E-07, 0.005266081, -0.0004439224, 0.00564913, 351.2626
1681188180.2829683, 0, 0.005266081, -0.0008093381, 0.005284759, 355.7666, 0, 0, 0, -24.5, -2.449139E+01, -1.203370E-07, 0.005266081, -0.0004439224, 0.005327911, 351.8219
1681188186.99836, 0, 0.005266081, -0.0004439224, 0.005327911, 355.1815, 0, 0, 0, -25.0, -2.499214E+01, -1.228124E-07, 0.005266081, -0.0008093381, 0.005689519, 354.8239
1681188193.739639, 0, 0.00563166, -0.0008093381, 0.005284759, 351.2626, 0, 0, 0, -25.0, -2.499228E+01, -1.222288E-07, 0.005266081, -0.0008093381, 0.005632207, 351.2626
1681188200.429006, 0, 0.00563166, -0.0008093381, 0.005327911, 355.1815, 0, 0, 0, -24.5, -2.449134E+01, -1.192842E-07, 0.005266081, -0.0008093381, 0.005395522, 351.8219
1681188207.1608603, 0, 0.005266081, -0.0008093381, 0.00564913, 355.4929, 0, 0, 0, -24.0, -2.399075E+01, -1.159656E-07, 0.00563166, -7.850687e-05, 0.005266666, 347.4244
1681188213.8589244, 0, 0.005266081, -0.0004439224, 0.005632207, 351.2626, 0, 0, 0, -23.5, -2.349035E+01, -1.126226E-07, 0.005266081, -0.0008093381, 0.00564913, 355.4929
1681188220.590357, 0, 0.005266081, -0.0004439224, 0.005632207, 351.2626, 0, 0, 0, -23.0, -2.298935E+01, -1.097821E-07, 0.00563166, -7.850687e-05, 0.00564913, 355.4929
1681188227.316235, 0, 0.005266081, -0.0004439224, 0.005689519, 355.1815, 0, 0, 0, -22.5, -2.249192E+01, -1.067674E-07, 0.00563166, -0.0008093381, 0.005284759, 351.2626
1681188234.0599988, 0, 0.005266081, -0.0004439224, 0.005327911, 351.8219, 0, 0, 0, -22.0, -2.199105E+01, -1.036980E-07, 0.00563166, -7.850687e-05, 0.005327911, 355.4929
1681188240.7944734, 0, 0.005266081, -0.0008093381, 0.005266666, 359.25, 0, 0, 0, -21.5, -2.149061E+01, -1.002964E-07, 0.00563166, -0.0004439224, 0.00564913, 355.4929
1681188247.529151, 0, 0.005266081, -0.0008093381, 0.005997753, 355.1815, 0, 0, 0, -21.0, -2.099907E+01, -9.743356E-08, 0.005266081, -0.0004439224, 0.005284759, 355.4929
1681188254.2454116, 0, 0.005266081, -0.0008093381, 0.005632207, 355.4929, 0, 0, 0, -20.5, -2.049879E+01, -9.482407E-08, 0.005266081, -0.0004439224, 0.00564913, 355.1815
1681188260.9719307, 0, 0.00563166, -7.850687e-05, 0.00564913, 355.1815, 0, 0, 0, -20.0, -1.999871E+01, -9.160232E-08, 0.005266081, -0.0004439224, 0.00564913, 351.2626
1681188267.6856155, 0, 0.00563166, -0.0008093381, 0.005689519, 351.8219, 0, 0, 0, -19.5, -1.949908E+01, -8.908739E-08, 0.00563166, -0.0004439224, 0.005284759, 351.8219
1681188274.4114113, 0, 0.00563166, -0.0004439224, 0.005689519, 359.2013, 0, 0, 0, -19.0, -1.899931E+01, -8.598145E-08, 0.00563166, -0.0004439224, 0.005266666, 351.8219
1681188281.159868, 0, 0.00563166, -0.0004439224, 0.005632207, 351.8219, 0, 0, 0, -18.5, -1.849922E+01, -8.344983E-08, 0.00563166, -0.0004439224, 0.00564913, 355.4929
1681188287.9055161, 0, 0.00563166, -0.0008093381, 0.005689519, 351.8219, 0, 0, 0, -18.0, -1.799900E+01, -8.080998E-08, 0.00563166, -0.0004439224, 0.005284759, 352.3143
1681188294.6073153, 0, 0.00563166, -0.0008093381, 0.005632207, 355.4929, 0, 0, 0, -17.5, -1.749871E+01, -7.773232E-08, 0.00563166, -0.0004439224, 0.005689519, 355.4929
1681188301.3393276, 0, 0.00563166, -7.850687e-05, 0.005632207, 355.4929, 0, 0, 0, -17.0, -1.699879E+01, -7.512217E-08, 0.005266081, -0.0008093381, 0.005632207, 351.8219
1681188308.064834, 0, 0.00599724, -0.0004439224, 0.006013647, 355.4929, 0, 0, 0, -16.5, -1.649936E+01, -7.266839E-08, 0.00599724, -0.0008093381, 0.00564913, 351.8219
1681188314.7882757, 0, 0.00563166, -0.0004439224, 0.00564913, 359.2013, 0, 0, 0, -16.0, -1.599970E+01, -6.996872E-08, 0.00563166, -7.850687e-05, 0.005284759, 359.2013
1681188321.4813502, 0, 0.00563166, -0.0008093381, 0.006013647, 355.4929, 0, 0, 0, -15.5, -1.549950E+01, -6.718451E-08, 0.00599724, -0.0004439224, 0.00564913, 355.4929
1681188328.223918, 0, 0.00563166, -0.0004439224, 0.00564913, 355.4929, 0, 0, 0, -15.0, -1.499893E+01, -6.491085E-08, 0.00563166, -0.0008093381, 0.005632207, 352.3143
1681188334.988864, 0, 0.00563166, -0.0004439224, 0.006013647, 355.7666, 0, 0, 0, -14.5, -1.449910E+01, -6.219944E-08, 0.00563166, -7.850687e-05, 0.00564913, 355.4929
1681188341.7249618, 0, 0.00563166, -0.0008093381, 0.006013647, 355.7666, 0, 0, 0, -14.0, -1.399965E+01, -5.973654E-08, 0.00563166, -0.0004439224, 0.00564913, 351.8219
1681188348.4485352, 0, 0.00563166, -7.850687e-05, 0.00564913, 355.7666, 0, 0, 0, -13.5, -1.350011E+01, -5.736853E-08, 0.00599724, -0.0008093381, 0.006013647, 351.8219
1681188355.1522503, 0, 0.00563166, -0.0004439224, 0.006378286, 355.7666, 0, 0, 0, -13.0, -1.299960E+01, -5.481386E-08, 0.00563166, -0.0004439224, 0.005689519, 359.2013
1681188361.8611672, 0, 0.00599724, -0.0004439224, 0.005997753, 355.7666, 0, 0, 0, -12.5, -1.249941E+01, -5.203311E-08, 0.00563166, -0.0004439224, 0.00564913, 351.8219
1681188368.616196, 0, 0.00563166, -0.0004439224, 0.005632207, 355.7666, 0, 0, 0, -12.0, -1.199920E+01, -4.958421E-08, 0.00599724, -0.0004439224, 0.006013647, 355.7666
1681188375.3382704, 0, 0.00563166, -0.0004439224, 0.005632207, 355.7666, 0, 0, 0, -11.5, -1.149959E+01, -4.758361E-08, 0.00599724, -0.0004439224, 0.006013647, 355.4929
1681188382.0407186, 0, 0.00599724, -7.850687e-05, 0.006013647, 355.7666, 0, 0, 0, -11.0, -1.099981E+01, -4.483021E-08, 0.00563166, -0.0004439224, 0.005638964, 355.7666
1681188388.7857776, 0, 0.00563166, -7.850687e-05, 0.006013647, 359.25, 0, 0, 0, -10.5, -1.049988E+01, -4.246675E-08, 0.00563166, -0.0004439224, 0.006013647, 359.2013
1681188395.5007842, 0, 0.00563166, -0.0004439224, 0.006013647, 356.009, 0, 0, 0, -10.0, -9.999562E+00, -4.039335E-08, 0.00599724, -0.0004439224, 0.006013647, 359.2013
1681188402.2464776, 0, 0.00563166, -0.0004439224, 0.00564913, 359.25, 0, 0, 0, -9.5, -9.499235E+00, -3.772050E-08, 0.00599724, -0.0008093381, 0.005632207, 352.3143
1681188408.9788036, 0, 0.00599724, -0.0004439224, 0.00564913, 355.7666, 0, 0, 0, -9.0, -8.999051E+00, -3.549441E-08, 0.00599724, -0.0004439224, 0.006378286, 355.4929
1681188415.6843443, 0, 0.00599724, -0.0004439224, 0.00564913, 351.8219, 0, 0, 0, -8.5, -8.499544E+00, -3.323185E-08, 0.00599724, -0.0008093381, 0.00564913, 355.4929
1681188422.3970077, 0, 0.00599724, -0.0004439224, 0.006051604, 359.25, 0, 0, 0, -8.0, -7.999834E+00, -3.121674E-08, 0.00599724, -0.0004439224, 0.005997753, 356.009
1681188429.1447535, 0, 0.00599724, -0.0008093381, 0.006013647, 355.7666, 0, 0, 0, -7.5, -7.499551E+00, -2.872196E-08, 0.00599724, -7.850687e-05, 0.005689519, 355.7666
1681188435.9200368, 0, 0.00599724, -0.0008093381, 0.006051604, 356.009, 0, 0, 0, -7.0, -6.998984E+00, -2.630862E-08, 0.00599724, -0.0004439224, 0.00564913, 2.738949
1681188442.6709065, 0, 0.00599724, -0.0004439224, 0.005689519, 355.7666, 0, 0, 0, -6.5, -6.498885E+00, -2.429485E-08, 0.00599724, -7.850687e-05, 0.006051604, 352.3143
1681188449.3740325, 0, 0.00599724, 0.0002869087, 0.005632207, 355.7666, 0, 0, 0, -6.0, -5.999303E+00, -2.192109E-08, 0.00563166, -0.0004439224, 0.006013647, 359.25
1681188456.1163676, 0, 0.00599724, -0.0004439224, 0.006004098, 359.25, 0, 0, 0, -5.5, -5.499391E+00, -2.010501E-08, 0.00599724, -0.0004439224, 0.006378286, 359.25
1681188462.8082595, 0, 0.00599724, -0.0004439224, 0.005689519, 356.009, 0, 0, 0, -5.0, -4.999300E+00, -1.793693E-08, 0.00599724, -0.0004439224, 0.00564913, 355.7666
1681188469.506849, 0, 0.00599724, 0.0002869087, 0.006013647, 359.2931, 0, 0, 0, -4.5, -4.499051E+00, -1.580370E-08, 0.00599724, -7.850687e-05, 0.006013647, 359.2931
1681188476.2300463, 0, 0.00563166, -7.850687e-05, 0.006013647, 356.009, 0, 0, 0, -4.0, -3.998751E+00, -1.346154E-08, 0.006362819, -0.0004439224, 0.005997753, 355.4929
1681188482.977348, 0, 0.00599724, -0.0004439224, 0.006013647, 355.7666, 0, 0, 0, -3.5, -3.498745E+00, -1.128599E-08, 0.00599724, -0.0004439224, 0.006378286, 359.2013
1681188489.706193, 0, 0.006362819, -0.0008093381, 0.006369284, 359.2931, 0, 0, 0, -3.0, -2.999127E+00, -9.496218E-09, 0.00599724, -0.0004439224, 0.006013647, 355.7666
