t,i,x,y,r,theta,xK,tc,therm,dc,i,x2,y2,r2,theta2
1681590970.6868176, 3.2, -3.187502e-06, -3.304441e-06, 4.967182e-06, 222.342, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414797, 0.966
1681590977.1897154, -3.2, 4.855239e-06, -3.377525e-06, 5.531611e-06, 325.1758, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414797, 0.966
1681590983.678023, 3.2, -3.260618e-06, -3.304441e-06, 4.544997e-06, 226.7358, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414797, 0.966
1681590990.1521795, -3.2, 5.220818e-06, -3.304441e-06, 5.69305e-06, 322.1308, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681590996.6496723, 3.2, -4.064892e-06, -3.304441e-06, 5.904899e-06, 211.2102, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591003.1474442, -3.2, 5.001471e-06, -3.377525e-06, 5.162811e-06, 319.666, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591009.6571958, 3.2, -3.845545e-06, -3.377525e-06, 4.987415e-06, 224.7523, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591016.2052155, -3.2, 4.635892e-06, -3.304441e-06, 5.853494e-06, 330.3529, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591022.7155952, 3.2, -3.626197e-06, -3.304441e-06, 5.455491e-06, 215.7587, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591029.1799493, -3.2, 3.758502e-06, -3.377525e-06, 5.73578e-06, 323.4899, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414797, 0.966
1681591035.6586607, 3.2, -3.991776e-06, -3.377525e-06, 4.90225e-06, 218.4827, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591042.1407313, -3.2, 4.635892e-06, -3.304441e-06, 5.69305e-06, 323.6465, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591048.6442292, 3.2, -3.91866e-06, -3.231358e-06, 5.410549e-06, 221.2927, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591055.1373074, -3.2, 3.831618e-06, -3.304441e-06, 5.284636e-06, 322.2667, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591061.6381574, 3.2, -3.333734e-06, -3.158275e-06, 4.354723e-06, 226.696, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591068.1217163, -3.2, 5.220818e-06, -3.377525e-06, 5.854603e-06, 320.6833, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591074.5986662, 3.2, -2.968155e-06, -3.377525e-06, 4.334126e-06, 224.7361, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591081.1011999, -3.2, 6.683135e-06, -3.231358e-06, 6.932528e-06, 330.1218, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591087.5669007, 3.2, -2.383228e-06, -3.158275e-06, 3.910323e-06, 241.4446, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591094.0696578, -3.2, 5.586397e-06, -3.231358e-06, 6.616825e-06, 331.8331, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591100.56655, 3.2, -2.968155e-06, -3.231358e-06, 4.401241e-06, 230.2446, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591107.0714898, -3.2, 4.855239e-06, -3.012109e-06, 5.34189e-06, 320.5756, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591113.5831878, 3.2, -3.553081e-06, -2.939026e-06, 4.24236e-06, 231.1516, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591120.0761702, -3.2, 5.220818e-06, -3.304441e-06, 5.974643e-06, 324.5189, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591126.5725582, 3.2, -2.748807e-06, -3.231358e-06, 4.117397e-06, 228.7782, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591133.0725133, -3.2, 4.709008e-06, -3.450608e-06, 6.218088e-06, 332.6394, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591139.5962026, 3.2, -2.236996e-06, -3.377525e-06, 4.0742e-06, 237.6779, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591146.060955, -3.2, 6.317556e-06, -3.450608e-06, 7.553449e-06, 333.6902, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591152.5586715, 3.2, 7.607529e-07, -3.231358e-06, 3.827084e-06, 302.1493, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591159.0662062, -3.2, 9.388421e-06, -3.304441e-06, 9.540279e-06, 338.6874, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591165.569642, 3.2, 3.951737e-07, -3.304441e-06, 3.231494e-06, 269.2284, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591172.0484385, -3.2, 7.926104e-06, -3.231358e-06, 8.600129e-06, 338.1838, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591178.555265, 3.2, 6.145212e-07, -3.304441e-06, 3.327986e-06, 263.0938, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591185.0485435, -3.2, 1.041204e-05, -3.304441e-06, 9.702789e-06, 339.0103, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591191.5713258, 3.2, 3.220579e-07, -3.231358e-06, 3.420642e-06, 284.727, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591198.074524, -3.2, 8.803495e-06, -3.377525e-06, 9.540279e-06, 339.7347, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591204.5631504, 3.2, 2.959457e-08, -3.231358e-06, 3.455821e-06, 271.8627, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591211.033177, -3.2, 7.999221e-06, -3.231358e-06, 9.677592e-06, 339.5317, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591217.511168, 3.2, 1.126332e-06, -3.304441e-06, 3.329259e-06, 299.0157, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0165406, 0.414858, 0.966
1681591224.0007224, -3.2, 1.004646e-05, -3.304441e-06, 1.034475e-05, 341.2911, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591230.4929154, 3.2, 9.801004e-07, -3.231358e-06, 3.405014e-06, 298.9077, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591236.9987304, -3.2, 9.900232e-06, -3.304441e-06, 1.074065e-05, 341.4108, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591243.4786463, 3.2, 3.220579e-07, -3.158275e-06, 3.168071e-06, 273.0458, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981083, 0.0164796, 0.414858, 0.966
1681591249.9635487, -3.2, 9.827116e-06, -3.304441e-06, 1.085416e-05, 342.7584, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591256.4745705, 3.2, 9.069846e-07, -3.158275e-06, 3.319702e-06, 276.9723, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591262.951223, -3.2, 9.315306e-06, -3.231358e-06, 9.815161e-06, 340.5865, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591269.434752, 3.2, 1.565027e-06, -3.231358e-06, 3.182902e-06, 280.3119, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591275.9649334, -3.2, 9.315306e-06, -3.304441e-06, 1.032216e-05, 341.7981, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591282.4577048, 3.2, 7.607529e-07, -3.158275e-06, 3.313805e-06, 279.3048, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0165406, 0.414919, 0.966
1681591288.9744647, -3.2, 6.171324e-06, -3.304441e-06, 7.095998e-06, 334.9458, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591295.4566631, 3.2, 2.369301e-06, -3.304441e-06, 4.109103e-06, 303.6328, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591301.9516494, -3.2, 1.041204e-05, -3.304441e-06, 1.078454e-05, 342.5075, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591308.4656625, 3.2, 1.930606e-06, -3.231358e-06, 3.922208e-06, 301.5873, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591314.9552803, -3.2, 1.041204e-05, -3.231358e-06, 1.09998e-05, 342.41, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591321.4606829, 3.2, 1.199448e-06, -3.158275e-06, 3.472908e-06, 283.8683, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591327.9253724, -3.2, 7.341178e-06, -3.231358e-06, 8.750445e-06, 338.4439, 0, 0, 0, +2.916792E+01, +5.637439E-09, 0.981144, 0.0164796, 0.414919, 0.966
1681591350.5582201, 3.2, -4.576703e-06, -3.816023e-06, 6.015218e-06, 222.7235, 0, 0, 0, +3.333449E+01, +1.027515E-08, 0.980045, 0.0164186, 0.413759, 0.96
1681591357.0756679, -3.2, 5.147703e-06, -3.816023e-06, 5.511828e-06, 322.0176, 0, 0, 0, +3.333449E+01, +1.027515E-08, 0.980045, 0.0164796, 0.413759, 0.966
1681591363.5786724, 3.2, -5.67344e-06, -3.889106e-06, 6.796876e-06, 216.4963, 0, 0, 0, +3.333449E+01, +1.027515E-08, 0.980045, 0.0165406, 0.413759, 0.966
1681591370.0872905, -3.2, 3.027344e-06, -3.96219e-06, 5.264254e-06, 312.355, 0, 0, 0, +3.333449E+01, +1.027515E-08, 0.980045, 0.0164796, 0.413759, 0.966
1681591376.5854046, 3.2, -4.722935e-06, -3.96219e-06, 6.682354e-06, 218.1994, 0, 0, 0, +3.333449E+01, +1.027515E-08, 0.980045, 0.0164796, 0.413759, 0.966
1681591383.0810914, -3.2, 5.074587e-06, -3.889106e-06, 6.266761e-06, 320.7833, 0, 0, 0, +3.333449E+01, +1.027515E-08, 0.980045, 0.0165406, 0.413759, 0.966
